FSA,POSTAL_CODE,PLACE_NAME,PROV,AREA_TYPE,LATITUDE,LONGITUDE
B3H,B3H3Z8,Halifax,NS,Urban,44.641594,-63.598693
B3H,B3H3Z9,Halifax,NS,Urban,44.642219,-63.599038
B3H,B3H4A1,Halifax,NS,Urban,44.643306,-63.5996205
B3H,B3H4A2,Halifax,NS,Urban,44.642872,-63.599385
B3H,B3H4A3,Halifax,NS,Urban,44.644186,-63.600101
B3H,B3H4A4,Halifax,NS,Urban,44.644318,-63.600174
B3H,B3H4A5,Halifax,NS,Urban,44.638586,-63.598295
B3H,B3H4A6,Halifax,NS,Urban,44.63839,-63.598194
B3H,B3H4A7,Halifax,NS,Urban,44.639354,-63.598694
B3H,B3H4A8,Halifax,NS,Urban,44.640668,-63.599368
B3H,B3H4A9,Halifax,NS,Urban,44.640666,-63.599367
B3H,B3H4B1,Halifax,NS,Urban,44.642565,-63.600447
B3H,B3H4B2,Halifax,NS,Urban,44.633846,-63.596826
B3H,B3H4B3,Halifax,NS,Urban,44.633867,-63.596838
B3H,B3H4B4,Halifax,NS,Urban,44.639078,-63.599612
B3H,B3H4B5,Halifax,NS,Urban,44.63908,-63.599613
B3H,B3H4B6,Halifax,NS,Urban,44.640391,-63.600395
B3H,B3H4B7,Halifax,NS,Urban,44.64207,-63.601309
B3H,B3H4B8,Halifax,NS,Urban,44.642284,-63.601423
B3H,B3H4B9,Halifax,NS,Urban,44.643392,-63.601981
B3H,B3H4C1,Halifax,NS,Urban,44.633679,-63.597817
B3H,B3H4C2,Halifax,NS,Urban,44.636731,-63.599252
B3H,B3H4C3,Halifax,NS,Urban,44.636728,-63.599248
B3H,B3H4C4,Halifax,NS,Urban,44.637951,-63.59981
B3H,B3H4C5,Halifax,NS,Urban,44.641747,-63.602317
B3H,B3H4C6,Halifax,NS,Urban,44.641958,-63.602428
B3H,B3H4C7,Halifax,NS,Urban,44.6427285,-63.602859
B3H,B3H4C8,Halifax,NS,Urban,44.641081,-63.603376
B3H,B3H4C9,Halifax,NS,Urban,44.640732,-63.602497
B3H,B3H4E1,Halifax,NS,Urban,44.642252,-63.604266
B3H,B3H4E2,Halifax,NS,Urban,44.64216,-63.603952
B3H,B3H4E3,Halifax,NS,Urban,44.635628,-63.599484
B3H,B3H4E4,Halifax,NS,Urban,44.635919,-63.599701
B3H,B3H4E5,Halifax,NS,Urban,44.639653,-63.602884
B3H,B3H4E6,Halifax,NS,Urban,44.639654,-63.602886
B3H,B3H4E7,Halifax,NS,Urban,44.641179,-63.604925
B3H,B3H4E8,Halifax,NS,Urban,44.638562,-63.604119
B3H,B3H4E9,Halifax,NS,Urban,44.638457,-63.604061
B3H,B3H4G1,Halifax,NS,Urban,44.63905,-63.605055
B3H,B3H4G2,Halifax,NS,Urban,44.638973,-63.604938
B3H,B3H4G3,Halifax,NS,Urban,44.640905,-63.605985
B3H,B3H4G4,Halifax,NS,Urban,44.640907,-63.605987
B3H,B3H4G5,Halifax,NS,Urban,44.641047,-63.607244
B3H,B3H4G6,Halifax,NS,Urban,44.641048,-63.607246
B3H,B3H4G7,Halifax,NS,Urban,44.638578,-63.606649
B3H,B3H4G8,Halifax,NS,Urban,44.63859,-63.606657
B3H,B3H4G9,Halifax,NS,Urban,44.640114,-63.608153
B3H,B3H4H1,Halifax,NS,Urban,44.641338,-63.609022
B3H,B3H4H2,Halifax,NS,Urban,44.640703,-63.608563
B3H,B3H4H3,Halifax,NS,Urban,44.639207,-63.608486
B3H,B3H4H4,Halifax,NS,Urban,44.639241,-63.608513
B3H,B3H4H5,Halifax,NS,Urban,44.63626078,-63.5784891
B3H,B3H4H6,Halifax,NS,Urban,44.634061,-63.595478
B3H,B3H4H7,Halifax,NS,Urban,44.63916133,-63.58184067
B3H,B3H4H8,Halifax,NS,Urban,44.63698,-63.590455
B3H,B3H4H9,Halifax,NS,Urban,44.637875,-63.587047
B3H,B3H4J1,Halifax,NS,Urban,44.634575,-63.59531
B3H,B3H4J2,Halifax,NS,Urban,44.637065,-63.589393
B3H,B3H4J3,Halifax,NS,Urban,44.639963,-63.588535
B3H,B3H4J4,Halifax,NS,Urban,44.634013,-63.595678
B3H,B3H4J5,Halifax,NS,Urban,44.638824,-63.591776
B3H,B3H4J6,Halifax,NS,Urban,44.63525588,-63.57575762
B3H,B3H4J7,Halifax,NS,Urban,44.637867,-63.595826
B3H,B3H4J8,Halifax,NS,Urban,44.641693,-63.581826
B3H,B3H4J9,Halifax,NS,Urban,44.636629,-63.573541
B3H,B3H4K1,Halifax,NS,Urban,44.63946778,-63.58922097
B3H,B3H4K2,Halifax,NS,Urban,44.63876451,-63.57290287
B3H,B3H4K3,Halifax,NS,Urban,44.627323,-63.580475
B3H,B3H4K4,Halifax,NS,Urban,44.639505,-63.582218
B3H,B3H4K5,Halifax,NS,Urban,44.63586296,-63.57075584
B3H,B3H4K6,Halifax,NS,Urban,44.637258,-63.578788
B3H,B3H4K7,Halifax,NS,Urban,44.636375,-63.578866
B3H,B3H4K8,Halifax,NS,Urban,44.64163,-63.580173
B3H,B3H4K9,Halifax,NS,Urban,44.638818,-63.573831
B3H,B3H4L1,Halifax,NS,Urban,44.633628,-63.598491
B3H,B3H4L2,Halifax,NS,Urban,44.633556,-63.598578
B3H,B3H4L3,Halifax,NS,Urban,44.633626,-63.597791
B3H,B3H4L4,Halifax,NS,Urban,44.641451000000004,-63.580112
B3H,B3H4L5,Halifax,NS,Urban,44.629032,-63.586453
B3H,B3H4L6,Halifax,NS,Urban,44.640377,-63.582719
B3H,B3H4L7,Halifax,NS,Urban,44.64105,-63.590226
B3H,B3H4L8,Halifax,NS,Urban,44.621725,-63.566993
B3H,B3H4L9,Halifax,NS,Urban,44.63879773,-63.57927224
B3H,B3H4M1,Halifax,NS,Urban,44.632596,-63.576586
B3H,B3H4M2,Halifax,NS,Urban,44.63792963,-63.57394956
B3H,B3H4M3,Halifax,NS,Urban,44.625322,-63.579027
B3H,B3H4M4,Halifax,NS,Urban,44.643766,-63.591812
B3H,B3H4M5,Halifax,NS,Urban,44.627324,-63.580476
B3H,B3H4M6,Halifax,NS,Urban,44.634556,-63.572108
B3H,B3H4M7,Halifax,NS,Urban,44.635366,-63.58578
B3H,B3H4M8,Halifax,NS,Urban,44.637127,-63.577232
B3H,B3H4M9,Halifax,NS,Urban,44.633896,-63.577949
B3H,B3H4N1,Halifax,NS,Urban,44.659948,-63.602581
B3H,B3H4N2,Halifax,NS,Urban,44.63718367,-63.57289561
B3H,B3H4N3,Halifax,NS,Urban,44.629216,-63.578083
B3H,B3H4N4,Halifax,NS,Urban,44.637704,-63.565763
B3H,B3H4N5,Halifax,NS,Urban,44.637715,-63.579121
B3H,B3H4N8,Halifax,NS,Urban,44.638813,-63.595713
B3H,B3H4N9,Halifax,NS,Urban,44.639876,-63.611089
B3H,B3H4P1,Halifax,NS,Urban,44.637403,-63.569687
B3H,B3H4P2,Halifax,NS,Urban,44.63639121,-63.58028575
B3H,B3H4P3,Halifax,NS,Urban,44.63221,-63.572337
B3H,B3H4P4,Halifax,NS,Urban,44.629756,-63.574075
B3H,B3H4P5,Halifax,NS,Urban,44.63443194,-63.57936204
B3H,B3H4P6,Halifax,NS,Urban,44.63691744,-63.56618307
B3H,B3H4P7,Halifax,NS,Urban,44.63707139,-63.56599207
B3H,B3H4P8,Halifax,NS,Urban,44.636329,-63.566996
B3H,B3H4P9,Halifax,NS,Urban,44.637281,-63.589281
B3H,B3H4R1,Halifax,NS,Urban,44.6346155,-63.5781032
B3H,B3H4R2,Halifax,NS,Urban,44.63705044,-63.59641358
B3H,B3H4R3,Halifax,NS,Urban,44.629778,-63.573481
B3H,B3H4R4,Halifax,NS,Urban,44.63642004,-63.56954723
B3H,B3H4R5,Halifax,NS,Urban,44.637324,-63.585896
B3H,B3H4R6,Halifax,NS,Urban,44.637325,-63.585896
B3H,B3H4R7,Halifax,NS,Urban,44.64103,-63.585558
B3H,B3H4R8,Halifax,NS,Urban,44.641171,-63.601995
B3H,B3H4R9,Halifax,NS,Urban,44.64173808,-63.58354978
B3H,B3H4S1,Halifax,NS,Urban,44.64178288,-63.58357214
B3H,B3H4S2,Halifax,NS,Urban,44.641218,-63.583809
B3H,B3H4S3,Halifax,NS,Urban,44.641006,-63.584566
B3H,B3H4S4,Halifax,NS,Urban,44.640984,-63.584635
B3H,B3H4S5,Halifax,NS,Urban,44.64056,-63.599306
B3H,B3H4S6,Halifax,NS,Urban,44.634423,-63.572023
B3H,B3H4S7,Halifax,NS,Urban,44.63984945,-63.57956871
B3H,B3H4S8,Halifax,NS,Urban,44.639764,-63.579764
B3H,B3H4S9,Halifax,NS,Urban,44.632896,-63.587896
B3H,B3H4T1,Halifax,NS,Urban,44.6423,-63.588679
B3J,B3J0A1,Halifax,NS,Urban,44.645158,-63.570947
B3J,B3J0A3,Halifax,NS,Urban,44.641092,-63.57365
B3J,B3J0A7,Halifax,NS,Urban,44.6450065,-63.5746568
B3J,B3J1A1,Halifax,NS,Urban,44.64077878,-63.56876783
B3J,B3J1A2,Halifax,NS,Urban,44.640217,-63.569153
B3J,B3J1A3,Halifax,NS,Urban,44.639698,-63.571551
B3J,B3J1A4,Halifax,NS,Urban,44.639982,-63.570501
B3J,B3J1A5,Halifax,NS,Urban,44.639291,-63.573052
B3J,B3J1A6,Halifax,NS,Urban,44.638388,-63.576729
B3J,B3J1A7,Halifax,NS,Urban,44.640689,-63.570865
B3J,B3J1A8,Halifax,NS,Urban,44.640388,-63.572055
B3J,B3J1A9,Halifax,NS,Urban,44.642106,-63.569845
B3J,B3J1B1,Halifax,NS,Urban,44.642122,-63.569785
B3J,B3J1B2,Halifax,NS,Urban,44.645791,-63.56566
B3J,B3J1B3,Halifax,NS,Urban,44.641991,-63.570289
B3J,B3J1B4,Halifax,NS,Urban,44.641085,-63.573682
B3J,B3J1B5,Halifax,NS,Urban,44.64110922,-63.57358522
B3J,B3J1B6,Halifax,NS,Urban,44.640812,-63.574697
B3J,B3J1B7,Halifax,NS,Urban,44.641084,-63.573683
B3J,B3J1B8,Halifax,NS,Urban,44.641024,-63.573913
B3J,B3J1B9,Halifax,NS,Urban,44.64094233,-63.57420897
B3J,B3J1C0,Halifax,NS,Urban,44.645296,-63.576831
B3J,B3J1C1,Halifax,NS,Urban,44.640614,-63.575527
B3J,B3J1C2,Halifax,NS,Urban,44.640788,-63.574818
B3J,B3J1C3,Halifax,NS,Urban,44.640559,-63.575757
B3J,B3J1C4,Halifax,NS,Urban,44.640331,-63.576738
B3J,B3J1C5,Halifax,NS,Urban,44.64026,-63.57704
B3J,B3J1C6,Halifax,NS,Urban,44.639759,-63.576805
B3J,B3J1C7,Halifax,NS,Urban,44.639639,-63.577291
B3J,B3J1C8,Halifax,NS,Urban,44.643525,-63.569726
B3J,B3J1C9,Halifax,NS,Urban,44.64316,-63.571194
B3J,B3J1E1,Halifax,NS,Urban,44.642099,-63.57548
B3J,B3J1E2,Halifax,NS,Urban,44.641839,-63.57641
B3J,B3J1E3,Halifax,NS,Urban,44.64155,-63.577421
B3J,B3J1E4,Halifax,NS,Urban,44.641292,-63.578369
B3J,B3J1E5,Halifax,NS,Urban,44.644805,-63.572305
B3J,B3J1E6,Halifax,NS,Urban,44.644752,-63.5725
B3J,B3J1E7,Halifax,NS,Urban,44.644092,-63.572727
B3J,B3J1E8,Halifax,NS,Urban,44.641063,-63.576534
B3J,B3J1E9,Halifax,NS,Urban,44.64368,-63.574365
B3J,B3J1G1,Halifax,NS,Urban,44.64341829,-63.57539255
B3J,B3J1G2,Halifax,NS,Urban,44.643104,-63.576601
B3J,B3J1G3,Halifax,NS,Urban,44.643266,-63.575991
B3J,B3J1G4,Halifax,NS,Urban,44.643122,-63.576534
B3J,B3J1G5,Halifax,NS,Urban,44.642998,-63.577002
B3J,B3J1G6,Halifax,NS,Urban,44.64299276,-63.57703299
B3J,B3J1G7,Halifax,NS,Urban,44.641064,-63.576534
B3J,B3J1G8,Halifax,NS,Urban,44.642999,-63.576999
B3J,B3J1G9,Halifax,NS,Urban,44.642744,-63.577993
B3J,B3J1H1,Halifax,NS,Urban,44.64245072,-63.5791209
B3J,B3J1H2,Halifax,NS,Urban,44.645296,-63.576831
B3J,B3J1H3,Halifax,NS,Urban,44.651534,-63.572435
B3J,B3J1H4,Halifax,NS,Urban,44.642649,-63.578360000000004
B3J,B3J1H5,Halifax,NS,Urban,44.642434,-63.579178
B3J,B3J1H6,Halifax,NS,Urban,44.642498,-63.578937
B3J,B3J1H7,Halifax,NS,Urban,44.641611,-63.581786
B3J,B3J1H8,Halifax,NS,Urban,44.651535,-63.572435
B3J,B3J1H9,Halifax,NS,Urban,44.643965,-63.575224
B3J,B3J1J1,Halifax,NS,Urban,44.641065,-63.576534
B3J,B3J1J2,Halifax,NS,Urban,44.643969,-63.578076
B3J,B3J1J3,Halifax,NS,Urban,44.643886,-63.577885
B3J,B3J1J4,Halifax,NS,Urban,44.645354,-63.572646
B3J,B3J1J5,Halifax,NS,Urban,44.64534,-63.572698
B3J,B3J1J6,Halifax,NS,Urban,44.64518052,-63.57332743
B3J,B3J1J7,Halifax,NS,Urban,44.645217,-63.573178
B3J,B3J1J8,Halifax,NS,Urban,44.6449919,-63.5740759
B3J,B3J1J9,Halifax,NS,Urban,44.644856,-63.5746
B3J,B3J1K1,Halifax,NS,Urban,44.64678,-63.571319
B3J,B3J1K3,Halifax,NS,Urban,44.646531,-63.571907
B3J,B3J1K4,Halifax,NS,Urban,44.645792,-63.56566
B3J,B3J1K5,Halifax,NS,Urban,44.64624,-63.573444
B3J,B3J1K6,Halifax,NS,Urban,44.646143,-63.57384
B3J,B3J1K7,Halifax,NS,Urban,44.651536,-63.572435
B3J,B3J1K8,Halifax,NS,Urban,44.645829,-63.575099
B3J,B3J1K9,Halifax,NS,Urban,44.645676,-63.575676
B3J,B3J1L1,Halifax,NS,Urban,44.644875,-63.579036
B3J,B3J1L2,Halifax,NS,Urban,44.64455,-63.580389
B3J,B3J1L3,Halifax,NS,Urban,44.647761,-63.571664
B3J,B3J1L4,Halifax,NS,Urban,44.647582,-63.572365
B3J,B3J1L5,Halifax,NS,Urban,44.647257,-63.573746
B3J,B3J1L6,Halifax,NS,Urban,44.647212,-63.573936
B3J,B3J1L7,Halifax,NS,Urban,44.651537,-63.572435
B3J,B3J1L8,Halifax,NS,Urban,44.646993,-63.574868
B3J,B3J1L9,Halifax,NS,Urban,44.646799,-63.57567
B3J,B3J1M1,Halifax,NS,Urban,44.651538,-63.572435
B3J,B3J1M2,Halifax,NS,Urban,44.651539,-63.572435
B3J,B3J1M3,Halifax,NS,Urban,44.648834,-63.572392
B3J,B3J1M4,Halifax,NS,Urban,44.648963,-63.572203
B3J,B3J1M5,Halifax,NS,Urban,44.64854614,-63.57307997
B3J,B3J1M6,Halifax,NS,Urban,44.648351,-63.573789
B3J,B3J1M7,Halifax,NS,Urban,44.64848499,-63.57328341
B3J,B3J1M8,Halifax,NS,Urban,44.649789,-63.578482
B3J,B3J1N2,Halifax,NS,Urban,44.647592,-63.576868
B3J,B3J1N4,Halifax,NS,Urban,44.65154,-63.572435
B3J,B3J1N5,Halifax,NS,Urban,44.651541,-63.572435
B3J,B3J1N6,Halifax,NS,Urban,44.649435,-63.573927
B3J,B3J1N7,Halifax,NS,Urban,44.649443,-63.573894
B3J,B3J1N8,Halifax,NS,Urban,44.645555,-63.57615
B3J,B3J1N9,Halifax,NS,Urban,44.649148,-63.575196
B3J,B3J1P0,Halifax,NS,Urban,44.651542,-63.572435
B3J,B3J1P1,Halifax,NS,Urban,44.649169,-63.57551
B3J,B3J1P2,Halifax,NS,Urban,44.649361,-63.575196
B3J,B3J1P3,Halifax,NS,Urban,44.64887842,-63.57639603
B3J,B3J1P4,Halifax,NS,Urban,44.750609,-63.639212
B3J,B3J1P6,Halifax,NS,Urban,44.651543,-63.572435
B3J,B3J1P8,Halifax,NS,Urban,44.649559000000004,-63.584936
B3J,B3J1R1,Halifax,NS,Urban,44.650677,-63.580508
B3J,B3J1R2,Halifax,NS,Urban,44.650491,-63.581226
B3J,B3J1R3,Halifax,NS,Urban,44.65015,-63.58256
B3J,B3J1R4,Halifax,NS,Urban,44.649907,-63.583574
B3J,B3J1R5,Halifax,NS,Urban,44.650724,-63.584004
B3J,B3J1R6,Halifax,NS,Urban,44.641665,-63.568301
B3J,B3J1R7,Halifax,NS,Urban,44.645793,-63.56566
B3J,B3J1R8,Halifax,NS,Urban,44.645794,-63.56566
B3J,B3J1R9,Halifax,NS,Urban,44.645084,-63.570552
B3J,B3J1S1,Halifax,NS,Urban,44.645795,-63.56566
B3J,B3J1S2,Halifax,NS,Urban,44.645548,-63.570688
B3J,B3J1S3,Halifax,NS,Urban,44.64752,-63.571325
B3J,B3J1S4,Halifax,NS,Urban,44.646988,-63.571083
B3J,B3J1S5,Halifax,NS,Urban,44.648961,-63.572395
B3J,B3J1S6,Halifax,NS,Urban,44.652469,-63.576952
B3J,B3J1S7,Halifax,NS,Urban,44.65254,-63.577008
B3J,B3J1S8,Halifax,NS,Urban,44.652816,-63.577888
B3J,B3J1S9,Halifax,NS,Urban,44.652261,-63.576866
B3J,B3J1T0,Halifax,NS,Urban,44.651544,-63.572435
B3J,B3J1T1,Halifax,NS,Urban,44.646804,-63.571666
B3J,B3J1T2,Halifax,NS,Urban,44.646812,-63.57167
B3J,B3J1T3,Halifax,NS,Urban,44.647949,-63.572241
B3J,B3J1T5,Halifax,NS,Urban,44.651545,-63.572435
B3J,B3J1T6,Halifax,NS,Urban,44.641316,-63.569555
B3J,B3J1T7,Halifax,NS,Urban,44.641405,-63.569601
B3J,B3J1T8,Halifax,NS,Urban,44.642177,-63.570008
B3J,B3J1T9,Halifax,NS,Urban,44.642627,-63.570253
B3J,B3J1V1,Halifax,NS,Urban,44.643633,-63.570784
B3J,B3J1V2,Halifax,NS,Urban,44.64343,-63.570679
B3J,B3J1V3,Halifax,NS,Urban,44.645541,-63.57177
B3J,B3J1V4,Halifax,NS,Urban,44.6457495,-63.5718775
B3J,B3J1V5,Halifax,NS,Urban,44.645796,-63.56566
B3J,B3J1V6,Halifax,NS,Urban,44.646015,-63.571891
B3J,B3J1V7,Halifax,NS,Urban,44.646838,-63.572429
B3J,B3J1V8,Halifax,NS,Urban,44.646705,-63.572365
B3J,B3J1V9,Halifax,NS,Urban,44.647945,-63.572966
B3J,B3J1W1,Halifax,NS,Urban,44.647598,-63.572798
B3J,B3J1W2,Halifax,NS,Urban,44.651546,-63.572435
B3J,B3J1W3,Halifax,NS,Urban,44.651547,-63.572435
B3J,B3J1W4,Halifax,NS,Urban,44.649055,-63.573527
B3J,B3J1W5,Halifax,NS,Urban,44.649569,-63.573798
B3J,B3J1W6,Halifax,NS,Urban,44.649599,-63.573814
B3J,B3J1W7,Halifax,NS,Urban,44.645395,-63.572465
B3J,B3J1W8,Halifax,NS,Urban,44.644947,-63.572206
B3J,B3J1W9,Halifax,NS,Urban,44.646265,-63.572727
B3J,B3J1X1,Halifax,NS,Urban,44.645304,-63.572397
B3J,B3J1X2,Halifax,NS,Urban,44.647781,-63.573646
B3J,B3J1X3,Halifax,NS,Urban,44.647431,-63.573464
B3J,B3J1X4,Halifax,NS,Urban,44.646505,-63.572989
B3J,B3J1X5,Halifax,NS,Urban,44.648315,-63.573925
B3J,B3J1X6,Halifax,NS,Urban,44.651548,-63.572435
B3J,B3J1X7,Halifax,NS,Urban,44.647979,-63.573749
B3J,B3J1X8,Halifax,NS,Urban,44.648521,-63.57403
B3J,B3J1X9,Halifax,NS,Urban,44.651549,-63.572435
B3J,B3J1Y0,Halifax,NS,Urban,44.645296,-63.576041
B3J,B3J1Y1,Halifax,NS,Urban,44.648922,-63.574236
B3J,B3J1Y2,Halifax,NS,Urban,44.64012,-63.570421
B3J,B3J1Y3,Halifax,NS,Urban,44.640579,-63.570654
B3J,B3J1Y4,Halifax,NS,Urban,44.640138,-63.57043
B3J,B3J1Y5,Halifax,NS,Urban,44.641138,-63.570854
B3J,B3J1Y6,Halifax,NS,Urban,44.64084,-63.570763
B3J,B3J1Y9,Halifax,NS,Urban,44.64209,-63.571441
B3J,B3J1Z0,Halifax,NS,Urban,44.65155,-63.572435
B3J,B3J1Z1,Halifax,NS,Urban,44.641904,-63.571205
B3J,B3J1Z2,Halifax,NS,Urban,44.643044,-63.571931
B3J,B3J1Z3,Halifax,NS,Urban,44.644257,-63.572538
B3J,B3J1Z4,Halifax,NS,Urban,44.644785,-63.572806
B3J,B3J1Z5,Halifax,NS,Urban,44.644946,-63.572891
B3J,B3J1Z6,Halifax,NS,Urban,44.645347,-63.573105
B3J,B3J1Z7,Halifax,NS,Urban,44.64535,-63.573106
B3J,B3J1Z8,Halifax,NS,Urban,44.6456312,-63.57325505
B3J,B3J1Z9,Halifax,NS,Urban,44.64631,-63.57362
B3J,B3J2A1,Halifax,NS,Urban,44.646552,-63.573748
B3J,B3J2A2,Halifax,NS,Urban,44.646512,-63.573726
B3J,B3J2A3,Halifax,NS,Urban,44.64631012,-63.57361771
B3J,B3J2A4,Halifax,NS,Urban,44.647278,-63.574131
B3J,B3J2A7,Halifax,NS,Urban,44.651551,-63.572435
B3J,B3J2A8,Halifax,NS,Urban,44.648659,-63.574842
B3J,B3J2A9,Halifax,NS,Urban,44.651552,-63.572435
B3J,B3J2B1,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2B2,Halifax,NS,Urban,44.64533,-63.573882
B3J,B3J2B3,Halifax,NS,Urban,44.64593,-63.574179
B3J,B3J2B4,Halifax,NS,Urban,44.646155,-63.574302
B3J,B3J2B5,Halifax,NS,Urban,44.646362,-63.574407
B3J,B3J2B6,Halifax,NS,Urban,44.648847,-63.575763
B3J,B3J2B8,Halifax,NS,Urban,44.651554,-63.572435
B3J,B3J2B9,Halifax,NS,Urban,44.643926,-63.573912
B3J,B3J2C1,Halifax,NS,Urban,44.641066,-63.576534
B3J,B3J2C2,Halifax,NS,Urban,44.645011,-63.574446
B3J,B3J2C3,Halifax,NS,Urban,44.645015,-63.574448
B3J,B3J2C4,Halifax,NS,Urban,44.646647,-63.575238
B3J,B3J2C5,Halifax,NS,Urban,44.646753,-63.575288
B3J,B3J2C6,Halifax,NS,Urban,44.646977,-63.575406
B3J,B3J2C8,Halifax,NS,Urban,44.644909,-63.575103
B3J,B3J2C9,Halifax,NS,Urban,44.645615,-63.575449
B3J,B3J2E1,Halifax,NS,Urban,44.651555,-63.572435
B3J,B3J2E2,Halifax,NS,Urban,44.651556,-63.572435
B3J,B3J2E3,Halifax,NS,Urban,44.646813,-63.576047
B3J,B3J2E4,Halifax,NS,Urban,44.651557,-63.572435
B3J,B3J2E7,Halifax,NS,Urban,44.639429,-63.572983
B3J,B3J2E8,Halifax,NS,Urban,44.639434,-63.572985
B3J,B3J2E9,Halifax,NS,Urban,44.640183,-63.573357
B3J,B3J2G1,Halifax,NS,Urban,44.643643,-63.574921
B3J,B3J2G2,Halifax,NS,Urban,44.643905,-63.575047
B3J,B3J2G3,Halifax,NS,Urban,44.646455,-63.576648
B3J,B3J2G4,Halifax,NS,Urban,44.647193,-63.577023
B3J,B3J2G5,Halifax,NS,Urban,44.646016,-63.576554
B3J,B3J2G6,Halifax,NS,Urban,44.645006,-63.574657
B3J,B3J2G7,Halifax,NS,Urban,44.649349,-63.578146
B3J,B3J2G8,Halifax,NS,Urban,44.648691,-63.5778
B3J,B3J2G9,Halifax,NS,Urban,44.65018597,-63.57854991
B3J,B3J2H1,Halifax,NS,Urban,44.650428,-63.58102
B3J,B3J2H2,Halifax,NS,Urban,44.645107,-63.583222
B3J,B3J2H3,Halifax,NS,Urban,44.63918,-63.573919
B3J,B3J2H4,Halifax,NS,Urban,44.639198,-63.573927
B3J,B3J2H5,Halifax,NS,Urban,44.640854,-63.574721
B3J,B3J2H6,Halifax,NS,Urban,44.641508,-63.574907
B3J,B3J2H7,Halifax,NS,Urban,44.643134,-63.575793
B3J,B3J2H8,Halifax,NS,Urban,44.644095,-63.576945
B3J,B3J2H9,Halifax,NS,Urban,44.644265,-63.577819
B3J,B3J2J0,Halifax,NS,Urban,44.641067,-63.576534
B3J,B3J2J1,Halifax,NS,Urban,44.644628,-63.578301
B3J,B3J2J2,Halifax,NS,Urban,44.641738,-63.576212
B3J,B3J2J3,Halifax,NS,Urban,44.6407,-63.575683
B3J,B3J2J4,Halifax,NS,Urban,44.64241,-63.576555
B3J,B3J2J5,Halifax,NS,Urban,44.642888,-63.576799
B3J,B3J2J6,Halifax,NS,Urban,44.643134,-63.576928
B3J,B3J2J7,Halifax,NS,Urban,44.643157,-63.576941
B3J,B3J2J8,Halifax,NS,Urban,44.640471,-63.576665
B3J,B3J2J9,Halifax,NS,Urban,44.640981,-63.576924
B3J,B3J2K1,Halifax,NS,Urban,44.64266,-63.577779
B3J,B3J2K2,Halifax,NS,Urban,44.643099,-63.578001
B3J,B3J2K3,Halifax,NS,Urban,44.643363,-63.578004
B3J,B3J2K4,Halifax,NS,Urban,44.643977,-63.578445
B3J,B3J2K5,Halifax,NS,Urban,44.640375,-63.577667
B3J,B3J2K6,Halifax,NS,Urban,44.641457,-63.578193
B3J,B3J2K7,Halifax,NS,Urban,44.641472,-63.5782
B3J,B3J2K8,Halifax,NS,Urban,44.638274,-63.577782
B3J,B3J2K9,Halifax,NS,Urban,44.640385,-63.578674
B3J,B3J2L1,Halifax,NS,Urban,44.642186,-63.579681
B3J,B3J2L2,Halifax,NS,Urban,44.64435,-63.580732
B3J,B3J2L3,Halifax,NS,Urban,44.654755,-63.632286
B3J,B3J2L4,Halifax,NS,Urban,44.654755,-63.632286
B3J,B3J2L5,Halifax,NS,Urban,44.654489,-63.632501
B3J,B3J2L6,Halifax,NS,Urban,44.748678,-63.742292
B3J,B3J2L7,Halifax,NS,Urban,44.747147,-63.743433
B3J,B3J2L9,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2M1,Halifax,NS,Urban,44.65249,-63.636975
B3J,B3J2M2,Halifax,NS,Urban,44.65156,-63.572435
B3J,B3J2M3,Halifax,NS,Urban,44.650209,-63.642077
B3J,B3J2M4,Halifax,NS,Urban,44.649228,-63.644343
B3J,B3J2M5,Halifax,NS,Urban,44.651561,-63.572435
B3J,B3J2M6,Halifax,NS,Urban,44.648928,-63.645049
B3J,B3J2M7,Halifax,NS,Urban,44.648845,-63.645247
B3J,B3J2M8,Halifax,NS,Urban,44.651562,-63.572435
B3J,B3J2M9,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2N2,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2N3,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2N5,Halifax,NS,Urban,44.651566,-63.572435
B3J,B3J2N6,Halifax,NS,Urban,44.651567,-63.572435
B3J,B3J2N7,Halifax,NS,Urban,44.651568,-63.572435
B3J,B3J2N8,Halifax,NS,Urban,44.651569,-63.572435
B3J,B3J2N9,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2P1,Halifax,NS,Urban,44.651571,-63.572435
B3J,B3J2P2,Halifax,NS,Urban,44.651572,-63.572435
B3J,B3J2P3,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2P6,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2P7,Halifax,NS,Urban,44.651575,-63.572435
B3J,B3J2P8,Halifax,NS,Urban,44.651576,-63.572435
B3J,B3J2R1,Halifax,NS,Urban,44.651577,-63.572435
B3J,B3J2R2,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2R4,Halifax,NS,Urban,44.651579,-63.572435
B3J,B3J2R5,Halifax,NS,Urban,44.648416,-63.645986
B3J,B3J2R7,Halifax,NS,Urban,44.651581,-63.572435
